sample_id,site_id,site_name,location_id,matrix,latitude,longitude,collection_date,analysis_date,analyte,analytical_method,analyte_category,result_value,result_unit,detection_limit,qualifier,regulatory_mcl,lab_name,validator_initials,flag_missing_field,flag_duplicate_id,flag_impossible_value,holding_time_days,flag_holding_time_violation,flag_regulatory_exceedance,overall_qaqc_status,regulatory_status
MW-05-01-20250303-01942,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2025-03-03,2025-03-03,Nitrate,EPA 300.0,WET_CHEM,8.901,mg/L,0.5,,10.0,ALS Environmental,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-04-20240514-01943,SITE-01,Former Dry Cleaner - Newark,MW-01-04,GW,40.741421,-74.179838,2024-05-14,2024-05-17,Benzene,EPA 8260,VOC,0.078,ug/L,0.25,U,5.0,Pace Analytical,TL,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20240929-01944,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2024-09-29,2024-12-27,Lead,EPA 6020,METAL,4.34,ug/L,0.75,,15.0,ALS Environmental,RS,False,False,False,89.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20250201-01945,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2025-02-01,2025-02-01,Tetrachloroethylene,EPA 8260,VOC,7.39,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,0.0,False,True,PASS,EXCEEDANCE
SB-04-06-20240611-01946,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-06-11,2024-06-22,Benzene,EPA 8260,VOC,0.62,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,11.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20230921-01947,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-09-21,2023-09-22,pH,EPA 9040,FIELD,7.1,SU,0.01,,,Pace Analytical,JM,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-05-01-20230415-01948,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-04-15,2023-04-28,Benzene,EPA 8260,VOC,3.513,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20231112-01949,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2023-11-12,2023-11-14,Vinyl Chloride,EPA 8260,VOC,0.284,ug/L,0.1,,2.0,Eurofins TestAmerica,KP,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230516-01950,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-05-16,2023-05-17,Nitrate,EPA 300.0,WET_CHEM,7.527,mg/L,0.5,,10.0,Pace Analytical,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20230722-01951,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2023-07-22,2023-08-27,Chromium,EPA 6020,METAL,19.47,ug/L,5.0,,100.0,Eurofins TestAmerica,KP,False,False,False,36.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20230124-01952,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2023-01-24,2023-08-06,Arsenic,EPA 6020,METAL,2.846,ug/L,0.5,,10.0,Eurofins TestAmerica,TL,False,False,False,194.0,True,False,FAIL,WITHIN_LIMIT
,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2024-04-27,2024-04-27,Benzene,EPA 8260,VOC,1.524,ug/L,0.25,,5.0,ALS Environmental,JM,True,False,False,0.0,False,False,FAIL,WITHIN_LIMIT
SB-04-03-20231021-01954,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-10-21,2023-11-17,Chromium,EPA 6020,METAL,67.53,ug/L,5.0,,100.0,Pace Analytical,TL,False,False,False,27.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230610-01955,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-06-10,2023-06-11,Nitrate,EPA 300.0,WET_CHEM,1.021,mg/L,0.5,,10.0,ALS Environmental,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20230922-01956,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2023-09-22,2024-02-28,Lead,EPA 6020,METAL,11.161,ug/L,0.75,,15.0,Eurofins TestAmerica,RS,False,False,False,159.0,False,False,PASS,WITHIN_LIMIT
SB-04-04-20240905-01957,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2024-09-05,2024-09-06,Vinyl Chloride,EPA 8260,VOC,0.506,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20240229-01958,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2024-02-29,2024-02-29,Nitrate,EPA 300.0,WET_CHEM,2.173,mg/L,0.5,,10.0,ALS Environmental,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230805-01959,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-08-05,2023-09-07,Tetrachloroethylene,EPA 8260,VOC,2.475,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,33.0,True,False,FAIL,WITHIN_LIMIT
SB-04-08-20240819-01960,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-08-19,2024-08-28,"1,1-Dichloroethylene",EPA 8260,VOC,0.382,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20230323-01961,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2023-03-23,2023-09-08,Chromium,EPA 6020,METAL,56.473,ug/L,5.0,,100.0,Pace Analytical,KP,False,False,False,169.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20250223-01962,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2025-02-23,2025-08-02,Chromium,EPA 6020,METAL,30.947,ug/L,5.0,,100.0,ALS Environmental,RS,False,False,False,160.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20230622-01241,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2025-02-20,2025-02-28,Vinyl Chloride,EPA 8260,VOC,0.289,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,True,False,8.0,False,False,FAIL,WITHIN_LIMIT
SB-04-08-20240412-01964,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-04-12,2024-04-17,"1,1-Dichloroethylene",EPA 8260,VOC,0.528,ug/L,0.35,,7.0,Pace Analytical,JM,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20250323-01965,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2025-03-23,2025-06-15,Cadmium,EPA 6020,METAL,0.819,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,84.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20240429-01966,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-04-29,2024-05-26,Mercury,EPA 7470,METAL,4.377,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,27.0,False,True,PASS,EXCEEDANCE
SB-02-08-20240612-01967,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2024-06-12,2024-10-23,Cadmium,EPA 6020,METAL,0.325,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,133.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20240708-01968,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2024-07-08,2024-07-13,Tetrachloroethylene,EPA 8260,VOC,0.565,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20230205-01969,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2023-02-05,2023-03-05,Tetrachloroethylene,EPA 8260,VOC,3.993,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,28.0,True,False,FAIL,WITHIN_LIMIT
SB-04-01-20250514-01970,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2025-05-14,2025-10-20,Arsenic,EPA 6020,METAL,35.215,ug/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,159.0,False,True,PASS,EXCEEDANCE
SB-04-09-20230111-01971,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2023-01-11,2023-01-12,Trichloroethylene,EPA 8260,VOC,3.895,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20230530-01972,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2023-05-30,2023-10-03,Cadmium,EPA 6020,METAL,1.428,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,126.0,False,False,PASS,WITHIN_LIMIT
MW-01-04-20240121-01973,SITE-01,Former Dry Cleaner - Newark,MW-01-04,GW,40.741421,-74.179838,2024-01-21,2024-03-14,Cadmium,EPA 6020,METAL,1.072,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,53.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20250110-01974,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2025-01-10,2025-01-10,Nitrate,EPA 300.0,WET_CHEM,22.621,mg/L,0.5,,10.0,Eurofins TestAmerica,KP,False,False,False,0.0,False,True,PASS,EXCEEDANCE
MW-05-03-20230903-01975,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-09-03,2023-09-13,Tetrachloroethylene,EPA 8260,VOC,3.503,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20240207-01976,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2024-02-07,2024-08-02,Arsenic,EPA 6020,METAL,7.509,ug/L,0.5,,10.0,ALS Environmental,TL,False,False,False,177.0,False,False,PASS,WITHIN_LIMIT
SB-02-02-20231114-01977,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2023-11-14,2023-11-14,pH,EPA 9040,FIELD,-1.0,SU,0.01,,,ALS Environmental,JM,False,False,True,0.0,False,False,FAIL,WITHIN_LIMIT
SB-04-10-20241219-01978,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2024-12-19,2024-12-27,"1,1-Dichloroethylene",EPA 8260,VOC,5.826,ug/L,0.35,,7.0,Pace Analytical,KP,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20250326-01979,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2025-03-26,2025-04-01,Tetrachloroethylene,EPA 8260,VOC,3.12,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20230807-01980,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2023-08-07,2023-08-11,"1,1-Dichloroethylene",EPA 8260,VOC,2.697,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20240421-01981,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-04-21,2024-09-04,Chromium,EPA 6020,METAL,2.485,ug/L,5.0,,100.0,ALS Environmental,KP,False,False,False,136.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20240824-01982,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2024-08-24,2024-08-26,Mercury,EPA 7470,METAL,0.849,ug/L,0.1,,2.0,Pace Analytical,JM,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-03-04-20230612-01983,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2023-06-12,2023-06-22,"1,1-Dichloroethylene",EPA 8260,VOC,0.229,ug/L,0.35,,7.0,Pace Analytical,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20240417-01984,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2024-04-17,2024-04-18,Nitrate,EPA 300.0,WET_CHEM,2.823,mg/L,0.5,,10.0,ALS Environmental,JM,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20230405-01985,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2023-04-05,2023-04-07,Benzene,EPA 8260,VOC,0.375,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20240416-01986,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2024-04-16,2024-08-01,Cadmium,EPA 6020,METAL,0.268,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,107.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20230409-01987,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-04-09,2023-04-17,Vinyl Chloride,EPA 8260,VOC,1.705,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20250219-01988,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2025-02-19,2025-03-21,Arsenic,EPA 6020,METAL,9.954,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,30.0,False,False,PASS,WITHIN_LIMIT
,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2025-01-16,2025-01-28,"1,1-Dichloroethylene",EPA 8260,VOC,0.158,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,True,False,False,12.0,False,False,FAIL,WITHIN_LIMIT
SB-02-01-20230821-01990,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2023-08-21,2023-08-26,"1,1-Dichloroethylene",EPA 8260,VOC,4.021,ug/L,0.35,,7.0,ALS Environmental,RS,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20230218-01991,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2023-02-18,2023-02-25,Vinyl Chloride,EPA 8260,VOC,0.032,ug/L,0.1,,2.0,Pace Analytical,JM,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20240616-01992,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2024-06-16,2024-12-10,Arsenic,EPA 6020,METAL,0.968,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,177.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20240820-01993,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-08-20,2025-01-01,Chromium,EPA 6020,METAL,10.341,ug/L,5.0,,100.0,ALS Environmental,TL,False,False,False,134.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20230627-01994,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-06-27,2023-09-12,Chromium,EPA 6020,METAL,9.551,ug/L,5.0,,100.0,ALS Environmental,TL,False,False,False,77.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20240405-01995,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2024-04-05,2024-08-10,Lead,EPA 6020,METAL,5.126,ug/L,0.75,,15.0,ALS Environmental,RS,False,False,False,127.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20250420-01996,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2025-04-20,2025-10-30,Arsenic,EPA 6020,METAL,6.627,ug/L,0.5,,10.0,Pace Analytical,RS,False,False,False,193.0,True,False,FAIL,WITHIN_LIMIT
SB-02-09-20240506-01997,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2024-05-06,2024-07-13,Chromium,EPA 6020,METAL,2.683,ug/L,5.0,U,100.0,Eurofins TestAmerica,TL,False,False,False,68.0,False,False,PASS,WITHIN_LIMIT
MW-05-04-20240523-01998,SITE-05,Chemical Plant - Linden,MW-05-04,GW,40.616679,-74.253434,2024-05-23,2024-06-13,Mercury,EPA 7470,METAL,0.305,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,21.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20241102-01999,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2024-11-02,2024-11-07,Benzene,EPA 8260,VOC,0.654,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20250528-02000,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2025-05-28,2025-11-15,Cadmium,EPA 6020,METAL,1.973,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,171.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20230209-02001,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2023-02-09,2023-02-10,Nitrate,EPA 300.0,WET_CHEM,2.97,mg/L,0.5,,10.0,ALS Environmental,JM,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20231224-02002,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-12-24,2024-02-10,Arsenic,EPA 6020,METAL,2.036,ug/L,0.5,,10.0,ALS Environmental,TL,False,False,False,48.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20241129-02003,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2024-11-29,2024-12-08,Tetrachloroethylene,EPA 8260,VOC,0.922,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20230805-02004,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-08-05,2023-08-12,Mercury,EPA 7470,METAL,0.234,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
SB-02-09-20230416-02005,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-04-16,2023-07-08,Chromium,EPA 6020,METAL,12.716,ug/L,5.0,,100.0,Eurofins TestAmerica,TL,False,False,False,83.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20240701-02006,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2024-07-01,2024-07-14,"1,1-Dichloroethylene",EPA 8260,VOC,2.534,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20230116-02007,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-01-16,2023-01-18,Benzene,EPA 8260,VOC,2.001,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20231007-02008,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2023-10-07,2023-10-07,pH,EPA 9040,FIELD,7.15,SU,0.01,,,ALS Environmental,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20231223-02009,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2023-12-23,2024-02-13,Chromium,EPA 6020,METAL,1197.874,ug/L,5.0,,100.0,Pace Analytical,JM,False,False,False,52.0,False,True,PASS,EXCEEDANCE
SB-04-10-20231001-02010,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-10-01,2023-10-02,pH,EPA 9040,FIELD,5.84,SU,0.01,,,Pace Analytical,JM,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-03-05-20230610-02011,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-06-10,2023-06-11,Benzene,EPA 8260,VOC,8.658,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,1.0,False,True,PASS,EXCEEDANCE
MW-03-04-20241114-02012,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2024-11-14,2025-03-18,Lead,EPA 6020,METAL,2.889,ug/L,0.75,,15.0,ALS Environmental,TL,False,False,False,124.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20230519-02013,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-05-19,2023-05-27,Benzene,EPA 8260,VOC,1.158,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
SB-02-02-20240508-02014,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2024-05-08,2024-05-31,Tetrachloroethylene,EPA 8260,VOC,8.695,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,23.0,True,True,FAIL,EXCEEDANCE
SB-04-05-20230405-02015,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2023-04-05,2023-04-12,Chromium,EPA 6020,METAL,29.421,ug/L,5.0,,100.0,ALS Environmental,JM,False,True,False,7.0,False,False,FAIL,WITHIN_LIMIT
MW-01-01-20240726-02016,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-07-26,2024-08-06,Benzene,EPA 8260,VOC,0.122,ug/L,0.25,U,5.0,ALS Environmental,TL,False,False,False,11.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20230909-02017,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2023-09-09,2023-10-10,Chromium,EPA 6020,METAL,136.174,ug/L,5.0,,100.0,Eurofins TestAmerica,KP,False,False,False,31.0,False,True,PASS,EXCEEDANCE
MW-03-07-20250516-02018,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2025-05-16,2025-05-21,Tetrachloroethylene,EPA 8260,VOC,7.16,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,5.0,False,True,PASS,EXCEEDANCE
SB-02-09-20231005-02019,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-10-05,2023-10-14,Tetrachloroethylene,EPA 8260,VOC,3.371,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
SB-02-09-20230112-02020,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-01-12,2023-01-13,Trichloroethylene,EPA 8260,VOC,0.981,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20230320-02021,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2023-03-20,2023-06-01,Arsenic,EPA 6020,METAL,0.438,ug/L,0.5,U,10.0,Pace Analytical,RS,False,False,False,73.0,False,False,PASS,WITHIN_LIMIT
MW-03-06-20241121-02022,SITE-03,Former Gas Station - Paterson,MW-03-06,GW,40.920805,-74.175553,2024-11-21,2025-01-06,Chromium,EPA 6020,METAL,84.457,ug/L,5.0,,100.0,ALS Environmental,KP,False,False,False,46.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20240730-02023,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2024-07-30,2024-07-30,Trichloroethylene,EPA 8260,VOC,0.222,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20240906-02024,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2024-09-06,2024-09-11,Benzene,EPA 8260,VOC,0.643,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20250616-02025,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2025-06-16,2025-06-21,Vinyl Chloride,EPA 8260,VOC,0.426,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20230302-02026,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2023-03-02,2023-05-26,Chromium,EPA 6020,METAL,26.274,ug/L,5.0,,100.0,Pace Analytical,RS,False,False,False,85.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20240331-02027,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-03-31,2024-04-08,Trichloroethylene,EPA 8260,VOC,1.376,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20240914-02028,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2024-09-14,2024-09-27,"1,1-Dichloroethylene",EPA 8260,VOC,4.93,ug/L,0.35,,7.0,ALS Environmental,RS,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20240412-02029,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-04-12,2024-04-15,Trichloroethylene,EPA 8260,VOC,3.068,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20240426-02030,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2024-04-26,2024-07-29,Lead,EPA 6020,METAL,3.421,ug/L,0.75,,15.0,Pace Analytical,TL,False,False,False,94.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20230217-02031,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2023-02-17,2023-02-27,Tetrachloroethylene,EPA 8260,VOC,0.468,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-04-08-20240116-02032,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-01-16,2024-05-08,Cadmium,EPA 6020,METAL,1.082,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,113.0,False,False,PASS,WITHIN_LIMIT
MW-01-04-20240407-02033,SITE-01,Former Dry Cleaner - Newark,MW-01-04,GW,40.741421,-74.179838,2024-04-07,2024-04-11,Tetrachloroethylene,EPA 8260,VOC,1.304,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20230911-02034,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2023-09-11,2023-09-11,pH,EPA 9040,FIELD,7.63,SU,0.01,,,ALS Environmental,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
